Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category,resume_text_clean,skills_clean
R000052,"Education: Medical Degree Experience: 5 years Skills: REST API, Decision Making, Go, Network Security, Medical Knowledge, Angular, NumPy, Empathy",Medical Degree,5,REST API|Decision Making|Go|Network Security|Medical Knowledge|Angular|NumPy|Empathy|Treatment|Diagnosis|Patient Communication,Physician,Healthcare,education medical degree experience 5 years skills rest api decision making go network security medical knowledge angular numpy empathy,"['rest api', 'decision making', 'go', 'network security', 'medical knowledge', 'angular', 'numpy', 'empathy', 'treatment', 'diagnosis', 'patient communication']"
R000053,"Education: Bachelor's in Computer Science Experience: 1 years Skills: React, Java Interop, Coroutines, Kanban, Android Development, Problem Solving, Mobile Development, Kotlin",Bachelor's in Computer Science,1,React|Java Interop|Coroutines|Kanban|Android Development|Problem Solving|Mobile Development|Kotlin,Kotlin Developer,Technology,education bachelor s in computer science experience 1 years skills react java interop coroutines kanban android development problem solving mobile development kotlin,"['react', 'java interop', 'coroutines', 'kanban', 'android development', 'problem solving', 'mobile development', 'kotlin']"
R000054,"Education: High School Experience: 2 years Skills: Agile, Problem Solving, Customer Relations, Inventory, Sales, Staff Management, Web Design, Store Management",High School,2,Agile|Problem Solving|Customer Relations|Inventory|Sales|Staff Management|Web Design|Store Management|Leadership,Store Manager,Retail & Hospitality,education high school experience 2 years skills agile problem solving customer relations inventory sales staff management web design store management,"['agile', 'problem solving', 'customer relations', 'inventory', 'sales', 'staff management', 'web design', 'store management', 'leadership']"
R000055,"Education: Culinary School Experience: 5 years Skills: Kitchen Management, Leadership, Kubernetes, Serverless, Culinary Skills, Creativity, Training, Penetration Testing",Culinary School,5,Kitchen Management|Leadership|Kubernetes|Serverless|Culinary Skills|Creativity|Training|Penetration Testing|Food Safety|Financial Analysis,Sous Chef,Hospitality & Food Service,education culinary school experience 5 years skills kitchen management leadership kubernetes serverless culinary skills creativity training penetration testing,"['kitchen management', 'leadership', 'kubernetes', 'serverless', 'culinary skills', 'creativity', 'training', 'penetration testing', 'food safety', 'financial analysis']"
R000056,"Education: Bachelor's in Environmental Science Experience: 3 years Skills: Problem Solving, Flutter, Outdoor Skills, Environmental Knowledge, Conservation, CSS, Confluence, Public Safety",Bachelor's in Environmental Science,3,Problem Solving|Flutter|Outdoor Skills|Environmental Knowledge|Conservation|CSS|Confluence|Public Safety|Communication|MySQL,Park Ranger,Conservation,education bachelor s in environmental science experience 3 years skills problem solving flutter outdoor skills environmental knowledge conservation css confluence public safety,"['problem solving', 'flutter', 'outdoor skills', 'environmental knowledge', 'conservation', 'css', 'confluence', 'public safety', 'communication', 'mysql']"
R000057,"Education: Master's in Science Experience: 1 years Skills: Data Analysis, Writing, Problem Solving, Research, HTML, Experimentation, Scrum, Scientific Knowledge",Master's in Science,1,Data Analysis|Writing|Problem Solving|Research|HTML|Experimentation|Scrum|Scientific Knowledge,Research Scientist,Research & Development,education master s in science experience 1 years skills data analysis writing problem solving research html experimentation scrum scientific knowledge,"['data analysis', 'writing', 'problem solving', 'research', 'html', 'experimentation', 'scrum', 'scientific knowledge']"
R000058,"Education: Bachelor's in Physical Education Experience: 0 years Skills: Kanban, P&L Management, Athletic Knowledge, Coaching, Risk Assessment, Leadership, Training Program Design, Communication",Bachelor's in Physical Education,0,Kanban|P&L Management|Athletic Knowledge|Coaching|Risk Assessment|Leadership|Training Program Design|Communication|Motivation,Coach,Sports & Recreation,education bachelor s in physical education experience 0 years skills kanban p l management athletic knowledge coaching risk assessment leadership training program design communication,"['kanban', 'p&l management', 'athletic knowledge', 'coaching', 'risk assessment', 'leadership', 'training program design', 'communication', 'motivation']"
R000059,"Education: Bachelor's in Computer Science Experience: 0 years Skills: Jenkins, JavaScript, C#, CMS, NumPy, Web Design, PHP, MySQL",Bachelor's in Computer Science,0,Jenkins|JavaScript|C#|CMS|NumPy|Web Design|PHP|MySQL|Joomla|Theme Development,Joomla Developer,Technology,education bachelor s in computer science experience 0 years skills jenkins javascript c cms numpy web design php mysql,"['jenkins', 'javascript', 'c#', 'cms', 'numpy', 'web design', 'php', 'mysql', 'joomla', 'theme development']"
R000060,"Education: Bachelor's in Marketing Experience: 2 years Skills: R, Jira, CRM, Product Knowledge, Client Relationships, Communication, Flutter, P&L Management",Bachelor's in Marketing,2,R|Jira|CRM|Product Knowledge|Client Relationships|Communication|Flutter|P&L Management|Negotiation|Selling,Sales Executive,Marketing & Sales,education bachelor s in marketing experience 2 years skills r jira crm product knowledge client relationships communication flutter p l management,"['r', 'jira', 'crm', 'product knowledge', 'client relationships', 'communication', 'flutter', 'p&l management', 'negotiation', 'selling']"
R000061,"Education: High School Experience: 0 years Skills: Point of Sale, Time Management, Accuracy, CSS, Cash Handling, User Experience, Customer Service, Friendliness",High School,0,Point of Sale|Time Management|Accuracy|CSS|Cash Handling|User Experience|Customer Service|Friendliness|Flutter|Communication|Problem Solving,Cashier,Retail & Hospitality,education high school experience 0 years skills point of sale time management accuracy css cash handling user experience customer service friendliness,"['point of sale', 'time management', 'accuracy', 'css', 'cash handling', 'user experience', 'customer service', 'friendliness', 'flutter', 'communication', 'problem solving']"
R000062,"Education: Bachelor's in IT Experience: 1 years Skills: Database Optimization, Security, Marketing, SQL, MongoDB, Backup Recovery, Linux, Financial Analysis",Bachelor's in IT,1,Database Optimization|Security|Marketing|SQL|MongoDB|Backup Recovery|Linux|Financial Analysis,Database Administrator,Technology,education bachelor s in it experience 1 years skills database optimization security marketing sql mongodb backup recovery linux financial analysis,"['database optimization', 'security', 'marketing', 'sql', 'mongodb', 'backup recovery', 'linux', 'financial analysis']"
R000063,"Education: Salesforce Certification Experience: 4 years Skills: Lightning, Mobile Security, MySQL, Salesforce, Apex, Data Analysis, Mobile UI/UX, VisualForce",Salesforce Certification,4,Lightning|Mobile Security|MySQL|Salesforce|Apex|Data Analysis|Mobile UI/UX|VisualForce|Problem Solving|CRM,Salesforce Developer,Technology,education salesforce certification experience 4 years skills lightning mobile security mysql salesforce apex data analysis mobile ui ux visualforce,"['lightning', 'mobile security', 'mysql', 'salesforce', 'apex', 'data analysis', 'mobile ui/ux', 'visualforce', 'problem solving', 'crm']"
R000064,"Education: Networking Certification Experience: 5 years Skills: Routing, Networking, Adobe Creative Suite, TCP/IP, Configuration, Cisco, Security, Flutter",Networking Certification,5,Routing|Networking|Adobe Creative Suite|TCP/IP|Configuration|Cisco|Security|Flutter,Network Engineer,Technology,education networking certification experience 5 years skills routing networking adobe creative suite tcp ip configuration cisco security flutter,"['routing', 'networking', 'adobe creative suite', 'tcp/ip', 'configuration', 'cisco', 'security', 'flutter']"
R000065,"Education: Broadcasting Experience: 2 years Skills: Professionalism, PyTorch, Communication, Public Speaking, Voice Skills, Quick Thinking, Pronunciation, Responsive Design",Broadcasting,2,Professionalism|PyTorch|Communication|Public Speaking|Voice Skills|Quick Thinking|Pronunciation|Responsive Design|Swift|Problem Solving|Scala,Announcer,Media & Entertainment,education broadcasting experience 2 years skills professionalism pytorch communication public speaking voice skills quick thinking pronunciation responsive design,"['professionalism', 'pytorch', 'communication', 'public speaking', 'voice skills', 'quick thinking', 'pronunciation', 'responsive design', 'swift', 'problem solving', 'scala']"
R000066,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Drupal, MySQL, Theme Development, Communication, Module Development, Azure, JavaScript, GCP",Bachelor's in Computer Science,1,Drupal|MySQL|Theme Development|Communication|Module Development|Azure|JavaScript|GCP|PHP|Adobe Creative Suite,Drupal Developer,Technology,education bachelor s in computer science experience 1 years skills drupal mysql theme development communication module development azure javascript gcp,"['drupal', 'mysql', 'theme development', 'communication', 'module development', 'azure', 'javascript', 'gcp', 'php', 'adobe creative suite']"
